El Catrin Restaurant,6500 RAILROAD AVE,FAIR,1/24/2019,HIGH
GRAND CHINA BUFFET,11226 Chicago CIR,FAIR,12/5/2018,HIGH
JONE'S BROTHERS CUPCAKES,2121 S 67 ST,FAIR,1/9/2019,HIGH
JUICE STOP,3693 N 129 ST,FAIR,12/12/2018,MEDIUM
Korea Garden,5352 S 72nd ST,FAIR,1/18/2019,HIGH
KURRY XPRESS,14132 ARBOR ST,FAIR,1/16/2019,HIGH
Kwik Shop #652,3222 Q ST,FAIR,12/19/2018,MEDIUM
Louie M's,1718 Vinton ST,FAIR,1/14/2019,HIGH
Mega Saver,5101 S 24th ST,FAIR,11/16/2018,LOW
OMAHA MARRIOTT HOTEL,10220 Regency CIR,FAIR,12/21/2018,HIGH
PANADERIA EL PARAISO,3811 Q St,FAIR,12/20/2018,MEDIUM
PUERTO VALLARTA,4875 L ST,FAIR,1/7/2019,HIGH
REPORT IN PUB,12100 W CENTER,FAIR,11/16/2018,HIGH
Tanner's Bar & Grill,7340 Harrison ST,FAIR,11/27/2018,HIGH
Taqueria   El Rey   ,5201 S 24 ST,FAIR,1/16/2019,HIGH
Taste of India,3572 Leavenworth,FAIR,1/7/2019,HIGH
Tobacco & Phones 4 Less,2014 L ST,FAIR,12/20/2018,MEDIUM

